Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
MSI VECTOR 16 HX AI A2XWHG-091XTR Intel Core Ultra 7-255HX 16GB DDR5 1TB SSD GeForce RTX 5070 Ti 12GB 140W 16 inç FHD+ 144Hz FreeDos Gaming Laptop,MSI,Oyun ve Eğlence,"Gri, Siyah",2 - 4 kg,Intel Core Ultra 7,255HX,Intel Core Ultra Serisi,20,"5,2 GHz",16 GB,DDR5,Nvidia GeForce RTX 5070Ti,Yüksek Seviye Harici Ekran Kartı,12 GB,GDDR7,1 TB,Yok,16 inç,1920 x 1200,Full HD,,FHD,Yok (Free Dos),2025-12-03 00:36:43,"99.965,71 TL",https://www.hepsiburada.com/msi-vector-16-hx-ai-a2xwhg-091xtr-intel-core-ultra-7-255hx-16gb-1tb-ssd-rtx5070ti-freedos-16-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00008C3A0Q
"Lenovo Ideapad Slim 3 Intel Core i5 13420H 8GB 512GB SSD Freedos 15.3"" WUXGA Taşınabilir Bilgisayar 83K1004ETR",Lenovo,,Gri,2 kg ve Altı,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",8 GB,DDR5,Onboard,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,"15,3 inç",1920 x 1200,,,IPS,Yok (Free Dos),2025-12-03 00:36:46,20.300 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-13420h-8gb-512gb-ssd-freedos-15-3-wuxga-tasinabilir-bilgisayar-83k1004etr-pm-HBC00007VZ1VZ
"Casper Excalibur G870 Intel Core i7 13620H 16GB 1TB SSD RTX5050 Freedos 15.6"" 165Hz Taşınabilir Bilgisayar G870.1362-BF50X-C",Casper,Oyun ve Eğlence,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR5,Nvidia GeForce RTX 5050,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,"15,6 inç",1920 x 1080,Full HD,165 Hz,IPS,Yok (Free Dos),2025-12-03 00:36:49,48.699 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=NmlsVzh2aW9sQmwrMHA1QnorN3F3S1RIWEtjQldjTkl6ang1cXRzSVgra25RVEk1VUNrcDlZZXZOZ2lhV2NXVjVxTi9VNFFTK1BHczVKSFZSYlBjcmtEU081b29lbW1xdkdiUHd5R0lNVHA3d3M5RnZ6OENjN1R4RFhYbzBLcVVmQ0dXNWJFNjR1MWJpMEhNRm5NRzRQNEFlMVlSTG5RK09hREhHdE91RlNMSlpBakJtNDVITm1GT0hNTFoxL1FiWmd0M0dwM1FIMlhXSHpWeVJzUi91RUk1U1A5dzYrY05tbG80TkhIcjJrTThUaWFXOG1Dd3A5cGJ2YUFMeGxoSnZWUWxQbWdrUndudU91WVFMMnRXRVFkaTN0VUQ3VGlQQmUrbHZndk0xbG12QjBxVndYamlnTVZnUGU4UTB6RS9HaVVXaTUyV0NPNWRRVjdDZ1FkcmpUVldJVWlqNEFYTG1vTUZiM2hxT1ZXVy82RE92YTZvVVFIakx3SzV1cTh4dkRPb0RZRW1WcmpXanM1OFJWdkI3aS9Sd3RCaU9yenBRaVd4ZmtHM1ZoTTlDZjhXWEpoeWcyemoxSEF0VFp0UmM4TG1jNk1vNDBjcklmQmJRZXdaOHVWdVdBQkxKY254SFJCQzh1TStkamJwTVBObjRacTBQUW5heFJ5RlVpR00rMXcwWW9DWGhsWFlRN2FkVmxWWm1RcXZOWGlDSEtOc2tTWE9mZUdhZ3J4cUF4M0JyNzg1NlE4bGRBOGo5dw==&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fcasper-excalibur-g870-intel-core-i7-13620h-16gb-1tb-ssd-rtx5050-freedos-15-6-165hz-tasinabilir-bilgisayar-g870-1362-bf50x-c-p-HBCV00009I2H2L%3Fmagaza%3DHepsiburada&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Casper Nirvana X600 Ryzen5-7430U 32GB 1TB SSD 15.6"" Freedos Laptop X600.7430-DF00X-G-F",Casper,,Gri,2 kg ve Altı,AMD Ryzen 5,7430U,7.Nesil,,"4,3 GHz",,DDR4,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,"15,6 inç",1920 x 1080,,,IPS,Yok (Free Dos),2025-12-03 00:36:51,25.899 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=a2VlRGU1WHZ1MTF4c0tsc0w1akVVWHF1bVpJSzBTdWx0U3VTT3lBeHA3Nkk0eE1PYm5hOTdVM1Z0LzVOemFtd1dzMlJZQm5XZnlhcVVjVGcrNFNXRzlMc29Oc041bmZWQTZXZmZrQXpOZE91azFiODhxMXFMWjc5VUprRTlpNyt2d1dxdnVKcWVYeTdTM2x2Slk1eTlPSHVSVzEybWhoeHhTcWhwaVdvdjBZelB6dnVuOEdmUlhBUGNIejhBS1M1Wkw4S1RrejUwTmxkbGtwalBQR1hJQkRoT0FQQ0Rvd2ZWQWZud1h2ZXdZRndNbVVCZzlhWkIxREhHQTNxK055QVVkWG05V3dydTJCNzY3enFja2tDeXpWVExLSkZvSnJFK0RQWGl2VWszclJsbG9xVG1VODlrSGg0OXdDdEFZZmtGK3ZrMDRSQUFnWVpSSlMwTG5kbG5LMnpFQy9PLzl5VVRiWVd1UEhBem1GVHBiYnlHaklFNlFzcTBZMUVadU04ZzhYeUpScDZzMENQUWtacjhpa2ZoV0FkMURteWNDNHVlaFo0VXF3cVpLUy9yQnhxQzhnRHlodGFsbG1Qby9ueXVXWWZLVUFMc1JON3dWZDFia1c1ZVRLNndtU1ZtMVVtelBGR0g2ZGlyeHNMWGhuOWJucWtITlRqeEpUVkVkby83SERTL0hoZU1wRmFuZW9qUHVmbjJNbTZZcldYTEo3L0s1ZHpYSU9M&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fcasper-nirvana-x600-ryzen5-7430u-32gb-1tb-ssd-15-6-freedos-laptop-x600-7430-df00x-g-f-p-HBCV00007NZ4O2%3Fmagaza%3DCasper+Excalibur&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"Lenovo Ideapad Slim 3 16IRH10 Intel Core I5-13420H 16GB 512GB SSD 16"" Wuxga (1920X1200) IPS Panel Freedos Taşınabilir Dizüstü Bilgisayar 83K20073TR",Lenovo,Ofis ve İş,Gri,2 kg ve Altı,Intel Core i5,13420H,13.Nesil,8,"4,6 GHz",,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,16 inç,1920 x 1200,WUXGA,60 Hz,IPS,Yok (Free Dos),2025-12-03 00:36:54,25.999 TL,https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i5-13420h-16gb-512gb-ssd-16-wuxga-1920x1200-ips-panel-freedos-tasinabilir-dizustu-bilgisayar-83k20073tr-pm-HBC00009P0ZN3
"Casper Nirvana S100 Intel Core i7 13620H 16GB 1TB SSD Freedos 16"" Taşınabilir Bilgisayar S100.1362-BF00X-G-F",Casper,,Titanyum Gri,2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR5,Intel Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,16 inç,1920 x 1200,,,IPS,Yok (Free Dos),2025-12-03 00:36:56,26.999 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=L0VDaGFNVzFhUG9SL2Z2Z1BoeWMwZmtEcjR2QnlwOGxWenJ6Q1lnTG5LblV4K3pEYloveXV3eVlOc2swK25qa1NCbnd3aEtZZVZsQW9IWk5WMDhET0JleUZJQXR5WVJVbVEzTDljZFAwc2hjb0pjKzVHMWR1L3BSditnWVU1YkdUa1o1bkZjVkhWQ01mVzl0RUZtbXM2bWU1ZUJxZFZSbUFGVGxtMnlLOEVTd0xLdE1xMVUxaG5vYytiZGJSSDVJbmZvUytNSWxhUHFnTElGOW14Ty8vZmgxaDd1ZjVoaXg5dlRVYm44L1dQNmplUmQ1Z25FczBwWWRLcE5HSXNmOVNVanB1SXVWQVFBRmdHa3JaZlFFU2hUb3B2NDRPMGlhS0l1T1RDRmhGeHBYM1g0NHV2VUtyNnFJVUM5NE9iR2JXZGNnVnBVeE5qL0M3akF0RjhHaS9td0VvNXRRcWFEbTMzN3VhbU1ESWpPdlJmQWtnUVRKN0lzUUozalgrM24ranhlSHh0RnRzZm1Ib0lueURScEMrKzY5Q2JTRTRXWi8zZVFEbE5MWVFFZFZIVlE4QWlTWjA4UHVQYWlUdmh1YWt3NDJZNXZ0Ni9oZDJiOVJndGdNTlFocmxzMWhscldlMjVpNll6UjAxVkFvNnc5NlkybzdPNm5XdE9Zc1d0ZkhndExFZFpsZnZobUdvSGZQSlhpV0g2SHk3K1E3Z1RUTU84L1JHRFdqMWRKdzVrWnBwTXNSN29FN0VUWC9rQQ==&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fcasper-nirvana-s100-intel-core-i7-13620h-16gb-1tb-ssd-freedos-16-tasinabilir-bilgisayar-s100-1362-bf00x-g-f-p-HBCV00007XO59V%3Fmagaza%3DHepsiburada&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
"MSI KATANA 15 Hx B14WFK-817XTR Intel Core i7 14650HX 16GB 1TB SSD RTX5060 8GB Freedos 15.6"" QHD 165Hz Taşınabilir Bilgisayar",MSI,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,14650HX,14.Nesil,16,"5,2 GHz",,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,"15,6 inç",2560 x 1440,QHD,165 Hz,QHD,Yok (Free Dos),2025-12-03 00:36:58,"73.149,05 TL",https://www.hepsiburada.com/msi-katana-15-hx-b14wfk-817xtr-intel-core-i7-14650hx-16gb-8gb-1tb-ssd-rtx5060-freedos-15-6-qhd-165hz-tasinabilir-bilgisayar-pm-HBC0000AI3RNV
"Apple MacBook Air M4 16GB 512GB SSD macOS 13"" Taşınabilir Bilgisayar Gece Yarısı MW133TU/A",Apple,,,,,,,,,,,,,,,,,,,,,,,2025-12-03 00:37:20,60.799 TL,https://www.hepsiburada.com/apple-macbook-air-m4-16gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-gece-yarisi-mw133tu-a-p-HBCV0000874A2W
"Lenovo ThinkBook G6 IRL 21KG00UCTR Intel i5-13420H 16GB Ram 512 GB SSD 14"" (1920X1200) IPS Freedos Taşınabilir Bilgisayar",Lenovo,,Gri,1 - 2 kg,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",16 GB,DDR5,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,512 GB,Yok,14 inç,1920 x 1200,,,IPS,Yok (Free Dos),2025-12-03 00:37:22,25.399 TL,https://www.hepsiburada.com/lenovo-thinkbook-g6-irl-21kg00uctr-intel-i5-13420h-16gb-ram-512-gb-ssd-14-1920x1200-ips-freedos-tasinabilir-bilgisayar-pm-HBC000071J5EX
"Acer Nitro V 15 ANV15-51 Intel Core i5 13420H 16GB 512GB SSD RTX4050 Freedos 15.6"" FHD Taşınabilir Gaming Bilgisayar NH.QNBEY.004",Acer,,Siyah,2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",16 GB,DDR5,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,512 GB,Yok,"15,6 inç",1920 x 1080,,,LED,Yok (Free Dos),2025-12-03 00:37:24,"34.708,86 TL",https://www.hepsiburada.com/acer-nitro-v-15-anv15-51-intel-core-i5-13420h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-tasinabilir-gaming-bilgisayar-nh-qnbey-004-pm-HBC00005CJLV8
"MSI CYBORG 15 A13UC-2087XTR Intel Core i5 13420H 16GB 512GB SSD RTX3050 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun ve Eğlence,"Siyah, Siyah",2 kg ve Altı,Intel Core i5,13420H,13.Nesil,,"4,6 GHz",,DDR5,Nvidia GeForce RTX 3050,Yüksek Seviye Harici Ekran Kartı,4 GB,GDDR6,,Yok,"15,6 inç",1920 x 1080,FHD,144 Hz,IPS,FreeDos,2025-12-03 00:37:26,39.999 TL,https://www.hepsiburada.com/msi-cyborg-15-a13uc-2087xtr-intel-core-i5-13420h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC0000AHHOFD
"Lenovo LOQ Intel Core i7 12650HX 16 GB 512 GB SSD RTX4050- 6 GB Freedos 15.6"" FHD IPS Taşınabilir Bilgisayar 83LK002VTR",Lenovo,Oyun ve Eğlence,"Gri, Gri",2 kg ve Altı,Intel Core i7,12650HX,12.Nesil,14,"4,7 GHz",16 GB,DDR5,Nvidia GeForce RTX 4050,Harici Ekran Kartı,6 GB,GDDR6,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:29,42.499 TL,https://www.hepsiburada.com/lenovo-loq-intel-core-i7-12650hx-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-tasinabilir-bilgisayar-83lk002vtr-pm-HBC00007VYZEO
"Asus Tuf Gaming A16 FA608PM-RV026 Amd Ryzen 9 8940HX 32GB 1tb SSD RTX5060-8GB 115W Freedos 16"" 165Hz Wuxga Taşınabilir Bilgisayar",Asus,Oyun ve Eğlence,Koyu Gri - Siyah,2 - 4 kg,AMD Ryzen 9,8940HX,8.Nesil,,"5,3 GHz",32 GB,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,1 TB,Yok,16 inç,1920 x 1200,WUXGA,165 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:31,72.999 TL,https://www.hepsiburada.com/asus-tuf-gaming-a16-fa608pm-rv026-amd-ryzen-9-8940hx-32gb-1tb-ssd-rtx5060-8gb-115w-freedos-16-165hz-wuxga-tasinabilir-bilgisayar-pm-HBC00008WBBX7
"Monster Abra A7 V16.2.8 Intel Core I7 13700HX 64 GB Ram1 Tb SSD 8 GB Rtx 5050 Freedos 17,3"" Fhd 144 Hz Taşınabilir bilgisayar",Monster,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,16,5 GHz,,DDR5,Nvidia GeForce RTX 5050,Dahili Ekran Kartı,8 GB,GDDR7,,Yok,"17,3 inç",1920 x 1080,Full HD,144 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:33,94.499 TL,https://www.hepsiburada.com/monster-abra-a7-v16-2-8-intel-core-i7-13700hx-64-gb-ram1-tb-ssd-8-gb-rtx-5050-freedos-17-3-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00009OTET8
"MSI CYBORG 15 B13WFKG-679XTR Intel Core i7 13620H 32GB 1TB SSD RTX5060 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun ve Eğlence,"Siyah, Siyah",2 - 4 kg,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR5,Nvidia GeForce RTX 5060,Yüksek Seviye Harici Ekran Kartı,8 GB,GDDR7,,Yok,"15,6 inç",1920 x 1080,FHD,144 Hz,FHD,Yok (Free Dos),2025-12-03 00:37:36,67.799 TL,https://www.hepsiburada.com/msi-cyborg-15-b13wfkg-679xtr-intel-core-i7-13620h-32gb-1tb-ssd-rtx5060-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC0000AHVYFF
"Asus ROG Strix G16 G615LR-S5003 Intel Core Ultra 7 255HX 32GB 1TB SSD RTX5070Ti Freedos 16"" Taşınabilir Bilgisayar",Asus,,Koyu Gri,2 - 4 kg,,255HX,Intel Core Ultra Serisi,,"5,2 GHz",32 GB,DDR5,Nvidia GeForce RTX 5070Ti,Yüksek Seviye Harici Ekran Kartı,12 GB,GDDR7,1 TB,Yok,16 inç,2560 x 1600,,,IPS,Yok (Free Dos),2025-12-03 00:37:37,107.399 TL,https://www.hepsiburada.com/asus-rog-strix-g16-g615lr-s5003-intel-core-ultra-7-255hx-32gb-1tb-ssd-rtx5070ti-freedos-16-tasinabilir-bilgisayar-pm-HBC0000811G2B
"Casper Excalibur G870 Intel Core i7 13620H 16GB 1TB SSD RTX4050 Freedos 15.6"" 165Hz Taşınabilir Bilgisayar G870.1362-BFA0X-C",Casper,Oyun ve Eğlence,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,"4,7 GHz",16 GB,DDR4,Nvidia GeForce RTX 4050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,165 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:39,"43.999,99 TL",https://www.hepsiburada.com/casper-excalibur-g870-intel-core-i7-13620h-16gb-1tb-ssd-rtx4050-freedos-15-6-165hz-tasinabilir-bilgisayar-g870-1362-bfa0x-c-pm-HBC00003ZQ8HX
"Apple MacBook Pro M3 Max 36GB 1TB SSD macOS 14"" Taşınabilir Bilgisayar Uzay Siyahı MRX53TU/A",Apple,,Siyah,2 kg ve Altı,Apple M3 Max,Apple M3 Max,Apple M3 Max,,Yok,36 GB,Belirtilmemiş,Belirtilmemiş,,Belirtilmemiş,Onboard,1 TB,Yok,14 inç,3024 x 1964,,,Liquid Retina XDR,macOS,2025-12-03 00:37:41,123.775 TL,https://www.hepsiburada.com/apple-macbook-pro-m3-max-36gb-1tb-ssd-macos-14-tasinabilir-bilgisayar-uzay-siyahi-mrx53tu-a-pm-HBC00005AIAHJ
Lenovo Nb Ryzen-5 7520U 16GB 512SSD 0/b 15.6 Dos 82YU0123TX 82YU00QYTX Dizüstü Bilgisayar,Lenovo,Ev Kullanıcıları - Öğrenci,"Siyah, Siyah",1 - 2 kg,,7520U,7.Nesil,,"4,3 GHz",16 GB,DDR5,AMD Radeon 610M,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,"15,6 inç",1920 x 1080,Full HD,,TN,Yok (Free Dos),2025-12-03 00:37:43,"20.075,04 TL",https://www.hepsiburada.com/lenovo-nb-ryzen-5-7520u-16gb-512ssd-0-b-15-6-dos-82yu0123tx-dizustu-bilgisayar-pm-HBC000064HA19
"Apple MacBook Air M4 16GB 256GB SSD macOS 15"" Taşınabilir Bilgisayar Gök Mavisi MC7A4TU/A",Apple,,Mavi,2 kg ve Altı,Apple M4,Apple M4,Apple M4,,Yok,,Belirtilmemiş,Onboard,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,15 inç,2880 x 1864,,,Liquid Retina Ekran,macOS,2025-12-03 00:37:45,"59.831,96 TL",https://www.hepsiburada.com/apple-macbook-air-m4-16gb-256gb-ssd-macos-15-tasinabilir-bilgisayar-gok-mavisi-mc7a4tu-a-pm-HBC00008749NF
"Lenovo LOQ 17IRX10 Intel Core i7 14700HX 24GB 1TB SSD RTX 5070 8GB (115W) 17,3"" FHD 165Hz IPS Panel Freedos Taşınabilir Bilgisayar 83JH006HTR",Lenovo,Oyun ve Eğlence,Gri,2 - 4 kg,Intel Core i7,14700HX,14.Nesil,20,"5,5 Ghz",,DDR5,Nvidia GeForce RTX 5070,Harici Ekran Kartı,8 GB,GDDR7,,Yok,"17,3 inç",1920 x 1080,Full HD,165 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:47,72.999 TL,https://www.hepsiburada.com/lenovo-loq-17irx10-intel-core-i7-14700hx-24gb-1tb-ssd-rtx-5070-8gb-115w-17-3-fhd-165hz-ips-panel-freedos-tasinabilir-bilgisayar-83jh006htr-p-HBCV00009P0X5P
"Casper Excalibur G870 Intel Core i7 13620H 16GB 1TB SSD RTX3050 Freedos 15.6"" 165Hz Taşınabilir Bilgisayar G870.1362-BFJ0X-C",Casper,Oyun ve Eğlence,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,"4,9 GHz",,DDR4,Nvidia GeForce RTX 3050,Yüksek Seviye Harici Ekran Kartı,6 GB,GDDR6,,Yok,"15,6 inç",1920 x 1080,Full HD,165 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:50,37.999 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=TE0vbnFRZEFBUjN3bHRJZ1NmKzUvcjdTM3M1R3dQUVA0UzVyWEs5Tmp3MmsxRDQzMjVQTmlDVlF3T1RvZTdoOW80a004djlmRGs5SG83NmlUdHR4ZS81OWNYWUhRZHdHTHRRUDZSUGxJWkZUQmJnTDZMc1M0TThpUzlTV2dQRm5RUUdHbzFkZ2JGNG9tSjdCUmFjNXAzYjg5dEsrMEszZDZHMEludVBsd3Z6eThnWGtyLy9zeWdaT0IrSVdpS1FtdlBNdWNKcWsydVh4cXFpRUlYNEIvUFZBdS9ROFAwOHJNUTBTM1hGQ2lIUVM2M1dnTlpudWRoWGo2TzFGUmMzUWVTQk91cHFBM2d6U3BidWM4eEVTZHU1d3A5aFhQbjlCTVRhczFKTUlnNWpQTDVjVHJyVUJBYTZWSnRDNVpmNkxJcUdXU0pVanYyK3BGSVNSZFJUUXFUSzNRSlJhampGZHArWU8wclVKSldXZzFaaXZJUVZ5WjlBRFpCeEtOMGN0MmRmemUxeTFxb0hPdk1Bd1pxZzRhbHduTnd6Q0Y2MzZUSzdwWmJCOVNQRUtHWDlFcWdHKzVSdEdDcUVTdkdpb0FkdG5YTVpsQjN0cU5KSDB6S3lOaStIL0pOYkhmdlhlcWVIcmczUzBNSlVBS0xwT3FSTlRoaGV2aVc1UkxXS0NmT2UwZlYwamdybHhIQVY0Z1JJQTlUbG53UGU1blhUclBSRHN2cnRrTVkxVnlnaEVmUEdPbGlCNnJWb1k4VHQ4&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fcasper-excalibur-g870-intel-core-i7-13620h-16gb-1tb-ssd-rtx3050-freedos-15-6-165hz-tasinabilir-bilgisayar-g870-1362-bfj0x-c-p-HBCV00009HRI6W%3Fmagaza%3DHepsiburada&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
Lenovo V15 G4 Iru Intel Core I7 1355U 16GB 1TB SSD Freedos 15.6'' FHD 83A100HXTR,Lenovo,Ofis ve İş,"Siyah, Siyah",2 - 4 kg,Intel Core i7,1355U,13.Nesil,10,"1,1 GHz",16 GB,DDR4,Intel Iris Xe Graphics,Onboard,Paylaşımlı,Paylaşımlı,1 TB,Yok,"15,6 inç",1920 x 1080,Full HD,60 Hz,TN,Yok (Free Dos),2025-12-03 00:37:52,26.999 TL,https://www.hepsiburada.com/lenovo-v15-g4-iru-83a100hxtr-intel-core-i7-1355u-16gb-1tb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC00006LO5Y6
"Lenovo IdeaPad 5 2-in-1 14IRH9 Intel Core i5 13420H 8GB 512GB SSD Windows 11 Home 14"" WUXGA Dokunmatik Taşınabilir Bilgisayar 83KX005CTR + Lenovo Kalem",Lenovo,Ofis ve İş,Koyu Mavi,2 kg ve Altı,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",8 GB,LPDDR5,Onboard,Dahili Ekran Kartı,Paylaşımlı,Onboard,512 GB,Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows 11 Home,2025-12-03 00:37:54,"29.895,88 TL",https://www.hepsiburada.com/lenovo-ideapad-5-intel-core-i5-13420h-8gb-512gb-ssd-windows-11-home-14-wuxga-tasinabilir-bilgisayar-83kx005ctr-pm-HBC00007VYYHL
"Lenovo Ideapad Slim 5 Case 2 in 1 Intel Core i5 13420H 16GB 512GB SSD Freedos 14"" WUXGA Taşınabilir Bilgisayar 83KX004FTR",Lenovo,Ofis ve İş,Lacivert,2 kg ve Altı,Intel Core i5,Intel Core i5,13.Nesil,,"4,6 GHz",16 GB,DDR5,Intel UHD Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,512 GB,Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Yok (Free Dos),2025-12-03 00:37:57,34.999 TL,https://www.hepsiburada.com/lenovo-ideapad-5-intel-core-i5-13420h-16gb-512gb-ssd-freedos-14-wuxga-tasinabilir-bilgisayar-83kx004ftr-pm-HBC00007BD667
"Casper Nirvana X650 I7-13620H 32GB DDR5 1TB SSD Freedos 15.6"" Taşınabilir Bilgisayar X650.1362-DF00X-G-F",Casper,,"Gri, Gri",2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,"2,4 GHz",,DDR5,Intel Graphics,Dahili Ekran Kartı,Paylaşımlı,Paylaşımlı,,Yok,"15,6 inç",1920 x 1080,,,IPS,Yok (Free Dos),2025-12-03 00:37:59,32.799 TL,https://adservice.hepsiburada.com/event/api/v1/track?event=cDdvSUsxV2FIZkRxNFdRalgvampqUGYrMm9obENtMkN0SFlNYWlnL3YyNU9veUVTdDU4a1ZLMnZmOHZDZVI2dXJndlpBNlY5TGo3NllsSnVRempiN3JseHpsWndQMzVJekY1NHJKRWpkYUYySnJ0cllTN0l1UzFINHdHaUlUZTFQZVNNZzFJTXFYajdSN2hGd1F3TlhITHBjVUVrNTlNdHVGSE82L0pIbHFvMW5OSXY0ekZYbms5WC83aW56eWx3TlRCV09MWnJqUGVhQTNRYVVDWXNFbWhmbGlCdjhDWEZyelVqMkpjQ2Y1RFVsQmJRU2x1NVdCWVE3OEFVMHZucVBiMG5hZXVZNmFyeFBjTGF1dmxER1kvZ2Z2MUlSUEw2RnkvQ1Y0YzRHN0k5QnNxbytuRWVOazAwSG83OWgzUVhUZjdPcXNwOGgyRnBBbWduTTVYZmxXOU1zb2RoMHViTnYyU013MG11VGJoUWM3ZWVVUmU1c1NaV2Y4MXZ0ZVdTeGtZY3lpV2xoVElmaFU3VThJV0c0aWE1Y3Z5ZFhVMkQ3RXNDMjh2SlA5VnpObDRtTENxaTI2MXlZSXlvY1NYTUkxRHdiQUwwQ3Zmckswb3ppaGtjL21QWmkxdUEwWHdrL1ExR0JZN0hCaVB0UXVyUjRDanZsZGpGY1Urd3gxT2VXMEVqWFphMk5DZXhJOHlMaHZUUVVjVWNLVXEwWlYweHhLaFoyeHJWa0cvZWFjdjRYL29WSTQxTngwU2l1TzNM&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fcasper-nirvana-x650-i7-13620h-32gb-ddr5-1tb-ssd-freedos-15-6-tasinabilir-bilgisayar-x650-1362-df00x-g-f-p-HBCV00008WFD20%3Fmagaza%3DCasper+Excalibur&eventName=sp-click&platform=desktop&anonymousId=ba22e137-10b9-4d91-acf8-2f19be972958
